# Ra=1000000.0, Pr=1, Ta=100000.0, Theta=0.785398163, resX=50, resZ=50, Lx=5, Lz=1, duration=2.0, average_interval=1.7, timestep=1e-05, timestep_analysis=0.001, resY=50, Ly=5, mesh=[5, 5]
-1.297794756098892321e+02,-1.298001014815865517e+02,-1.299093703376246367e+02,-1.302395249571444538e+02,-1.309768042486028605e+02,-1.323341546826581236e+02,-1.344981318958521967e+02,-1.375405084636192328e+02,-1.413084555172621890e+02,-1.453333637248856007e+02,-1.488837201603029428e+02,-1.511703587673605682e+02,-1.515480379006424982e+02,-1.494743289524490137e+02,-1.443045898127523969e+02,-1.352903331469775878e+02,-1.225157592896118217e+02,-1.072185965827470824e+02,-9.068220342839197201e+01,-7.361227198786706083e+01,-5.644549191362719398e+01,-3.971689353374341636e+01,-2.524430593197293149e+01,-1.552611836224111386e+01,-9.655502929200679318e+00,-2.052266001394571049e+00,1.144146080312072655e+01,2.865978369065846465e+01,4.177933296137708652e+01,4.660776574140868433e+01,4.777068760759214427e+01,5.093329771137251072e+01,5.787017401788049398e+01,6.661225807088493411e+01,7.419590598013522253e+01,7.935595490129583141e+01,8.281641575582406745e+01,8.599514234872455631e+01,8.976570610913536541e+01,9.408594477341912921e+01,9.840096145889995682e+01,1.021532188446867622e+02,1.050765589055546343e+02,1.071771507330024917e+02,1.085909597785829703e+02,1.094738828837552091e+02,1.099690513010926765e+02,1.102030012928421883e+02,1.102854786372049034e+02,1.103025908829436759e+02
-2.371161723600634730e+02,-2.371009845999065533e+02,-2.369839263871706976e+02,-2.366376107154267743e+02,-2.359402884080293745e+02,-2.348216329664008413e+02,-2.332438739878560341e+02,-2.312005652358814132e+02,-2.286738440487663979e+02,-2.256518147872405393e+02,-2.220424930832305677e+02,-2.176043039686948646e+02,-2.119279342966875106e+02,-2.046100019713945244e+02,-1.953232515268356906e+02,-1.834959740849478180e+02,-1.678662130219576909e+02,-1.479123361723638652e+02,-1.257487567281419132e+02,-1.040926855336557395e+02,-8.279694350304444583e+01,-5.997497246391507986e+01,-3.616759965448643754e+01,-1.494420103644520381e+01,-3.047029190844341429e-02,9.167029572756348443e+00,1.953977478577862570e+01,3.929176198670115383e+01,6.643761619458466328e+01,8.935068012149218930e+01,9.946175826254273034e+01,9.912673947805052421e+01,9.687530918204495833e+01,9.761419319277621298e+01,1.004318567164281433e+02,1.026305731849142546e+02,1.031607972295321787e+02,1.027571074644344549e+02,1.024921204847718883e+02,1.028067154615868617e+02,1.037038591280212358e+02,1.049885229040054924e+02,1.063874985018748021e+02,1.076207221370051599e+02,1.085450053639921464e+02,1.091334268851357052e+02,1.094536492543088286e+02,1.095934572918743584e+02,1.096401512525121831e+02,1.096492864119608157e+02
-2.131784685521687948e+02,-2.131864410187958754e+02,-2.132205861552424722e+02,-2.132972218906082276e+02,-2.134068852835640371e+02,-2.134907906325336455e+02,-2.134442935109006498e+02,-2.131108573326926603e+02,-2.122735494968669059e+02,-2.106114020121059696e+02,-2.077633399669971936e+02,-2.034799725345580441e+02,-1.977737367852082002e+02,-1.908575370991657394e+02,-1.829492374562088344e+02,-1.738976933234371245e+02,-1.628424957248695080e+02,-1.477186648418436050e+02,-1.268078346649351857e+02,-1.022252580609760031e+02,-7.712053166003954630e+01,-5.003833931856274120e+01,-2.245082977976998961e+01,-5.304712335463335648e+00,-3.224380045679232865e+00,-6.024336188722713814e+00,-6.312118887575337567e-01,2.100886321769048948e+01,5.702504039223606469e+01,9.530079161740042082e+01,1.226303004170971036e+02,1.350826690620628483e+02,1.385724690892090791e+02,1.397171986288593644e+02,1.410683602895636568e+02,1.419447091608453775e+02,1.406153297788964096e+02,1.367831278494733453e+02,1.319759340930609710e+02,1.275822850405279212e+02,1.239581475180695946e+02,1.210031253871353556e+02,1.186719044427776879e+02,1.169816607958630925e+02,1.158857732621498258e+02,1.152611515701958069e+02,1.149558427246461463e+02,1.148373497918146597e+02,1.148067780421658313e+02,1.148052111035414811e+02
-2.623852105872206266e+02,-2.623754029441092257e+02,-2.623423265894793417e+02,-2.622457413951127592e+02,-2.620153577588844200e+02,-2.615259133601080066e+02,-2.606001674414973195e+02,-2.589601810697052429e+02,-2.562122500906232290e+02,-2.517410574160370800e+02,-2.445965147250621499e+02,-2.333891080635949891e+02,-2.167778076858094209e+02,-1.947184515521288404e+02,-1.700608733765679688e+02,-1.482958102711010611e+02,-1.335963312808181058e+02,-1.243234863084432504e+02,-1.133229043613656586e+02,-9.517183706733956683e+01,-7.197889161336090069e+01,-4.429200797568110914e+01,-9.949103487874722873e+00,1.886572433297935447e+01,2.831286168953673865e+01,2.391257538411099404e+01,2.045734970834065791e+01,3.096021060369388067e+01,5.885899744089939389e+01,9.256357793880104623e+01,1.202004029045243954e+02,1.375607345874148564e+02,1.448015673855604746e+02,1.455390010787297683e+02,1.436795203298720196e+02,1.408127506962726443e+02,1.365940225955266101e+02,1.309210233484367620e+02,1.246555318577978397e+02,1.188736454460179459e+02,1.141713255163460587e+02,1.107197557547419819e+02,1.083466687813283329e+02,1.067864224943047873e+02,1.057863514044134803e+02,1.051823522107627582e+02,1.048456151832400138e+02,1.046872291741397447e+02,1.046287996911566296e+02,1.046159552718544035e+02
-3.001441909343063230e+02,-3.001159403843550990e+02,-3.000157988279702295e+02,-2.997565947495203886e+02,-2.992249398735477826e+02,-2.982855129731868828e+02,-2.968058440724767593e+02,-2.946103591678071325e+02,-2.913821241443551457e+02,-2.864004639784173492e+02,-2.782539763484066953e+02,-2.646349647148936128e+02,-2.425814103360842751e+02,-2.096925870435239005e+02,-1.666573871303096723e+02,-1.204553921016512135e+02,-8.339317854656191287e+01,-6.314203584323437468e+01,-5.424960675983886915e+01,-4.349707498586417387e+01,-2.410939608565553982e+01,-1.772724083117225291e-01,2.356462763943600436e+01,4.017418502293156024e+01,4.619218814975202747e+01,4.791950356578438175e+01,5.116997646740831840e+01,6.067070799958693783e+01,8.042606991386185200e+01,1.048832798181642119e+02,1.244576140307225671e+02,1.360977865922872638e+02,1.405240677690710811e+02,1.396570457196148141e+02,1.358521788207404200e+02,1.310703156424823703e+02,1.263605144809978071e+02,1.220269930324788135e+02,1.179628367050448645e+02,1.141606812866906608e+02,1.106476827027073853e+02,1.075218887387957096e+02,1.049181820194682473e+02,1.029739470087273219e+02,1.016817805125078991e+02,1.009310727008929405e+02,1.005479029567435418e+02,1.003793399343872750e+02,1.003129378764727448e+02,1.002913075007759005e+02
-3.259577563886737153e+02,-3.259041791938356027e+02,-3.256240304218129609e+02,-3.248167189982059995e+02,-3.231226396887616943e+02,-3.201945677684998373e+02,-3.157590270370092185e+02,-3.096512144154290809e+02,-3.017605528603631342e+02,-2.918089382077124583e+02,-2.787869539550343347e+02,-2.602612137383787854e+02,-2.326898259728325229e+02,-1.940630097505492131e+02,-1.474281667119225006e+02,-1.009671689893429942e+02,-6.253842852078522441e+01,-3.499796951438246140e+01,-1.515765930962045260e+01,3.716130132027245736e+00,2.997660809360308320e+01,6.482047883361681784e+01,9.259548728696947251e+01,9.747336318959381174e+01,8.783649026878460120e+01,8.067796794532364402e+01,8.086349462271211053e+01,8.866416771403081043e+01,1.040577718243055756e+02,1.229365181129342659e+02,1.365043280679199711e+02,1.395833937775208540e+02,1.350693457907038066e+02,1.282872999229407469e+02,1.223026060696748090e+02,1.181322577952843886e+02,1.155683894946355963e+02,1.139723209893390390e+02,1.128314552340541468e+02,1.120023041661876135e+02,1.115688044866904107e+02,1.115763787016026498e+02,1.118284058269804575e+02,1.120680005082539878e+02,1.121548632548205831e+02,1.120995118448549022e+02,1.119804857324218830e+02,1.118740193618650380e+02,1.118141597965199026e+02,1.117933317245937133e+02
-3.378745886156822849e+02,-3.378007154810975408e+02,-3.372910874926188285e+02,-3.356509692958502455e+02,-3.319278452971310571e+02,-3.250919209475400748e+02,-3.143627716467019582e+02,-2.996912180346309356e+02,-2.820407571225049423e+02,-2.628769126957504341e+02,-2.427360177475888463e+02,-2.200274646322575336e+02,-1.913527963779966967e+02,-1.545626641839873798e+02,-1.129853848581626465e+02,-7.378320876436488618e+01,-4.025886322963889796e+01,-9.291846099391307234e+00,2.274595721986732144e+01,5.429219143330402630e+01,8.011351855381766995e+01,9.744985639833770108e+01,1.051543074393350423e+02,1.043080459179173261e+02,1.013757227854107441e+02,1.015493848227407341e+02,1.055650859169880391e+02,1.137201663917439589e+02,1.273420664283716235e+02,1.467712038779225452e+02,1.671994978186901335e+02,1.794301157852341078e+02,1.792030028135590385e+02,1.712261453532624955e+02,1.622841015196991350e+02,1.557485534309628861e+02,1.519031096633626134e+02,1.499376325024443020e+02,1.490918874547965061e+02,1.487603613624063428e+02,1.484223998112421725e+02,1.478092439285507282e+02,1.469946629675822862e+02,1.461806929299085027e+02,1.455124234361435356e+02,1.450372870797298503e+02,1.447490000112867392e+02,1.446077293215089981e+02,1.445612891546247170e+02,1.445551530075175037e+02
-3.448718230046425788e+02,-3.447495163688583375e+02,-3.439422908118141891e+02,-3.413653284099546568e+02,-3.355442990594029880e+02,-3.248952357236405533e+02,-3.082496698614696697e+02,-2.855745715375218197e+02,-2.586516859800406110e+02,-2.307449587170181644e+02,-2.042777724042155683e+02,-1.781846870607968469e+02,-1.491849050534924004e+02,-1.160341694830369335e+02,-8.164096025991180738e+01,-4.917956761198870197e+01,-1.839432970091869990e+01,1.176617552496485430e+01,4.065172684503670553e+01,6.619449939838612806e+01,8.586045634296571905e+01,9.788221355145111602e+01,1.043287001365449953e+02,1.095462146282650622e+02,1.158616655192026030e+02,1.235064977723823887e+02,1.322239364752996948e+02,1.419569167126848015e+02,1.537071660627154301e+02,1.686864909540160227e+02,1.865426597512713442e+02,2.040165555057754432e+02,2.160940445198971531e+02,2.208556995535550413e+02,2.208418358818245224e+02,2.198132145632408765e+02,2.197231281323960843e+02,2.201131215916671522e+02,2.194758621928599780e+02,2.166676507748679228e+02,2.114407449775277996e+02,2.044052818291556832e+02,1.966764478739106039e+02,1.894966781501941568e+02,1.837886938196007236e+02,1.799102689413417693e+02,1.776895533847992397e+02,1.766718933070103787e+02,1.763429303495742602e+02,1.762915127051397519e+02
-3.298844257400111246e+02,-3.297339091963572741e+02,-3.287228405447529553e+02,-3.254876149328478618e+02,-3.181915985721745983e+02,-3.049335400462004486e+02,-2.844072483830336751e+02,-2.567009871746551539e+02,-2.239591110763563222e+02,-1.903815480441344050e+02,-1.603826058995135782e+02,-1.348462729211735507e+02,-1.101144279967107309e+02,-8.277128235480847707e+01,-5.332505392705787983e+01,-2.462414963667890788e+01,1.190411899521169659e+00,2.324759654249378471e+01,4.205326832890687427e+01,5.926976780159193936e+01,7.554946679801089715e+01,9.134450907907685746e+01,1.076333494635786110e+02,1.239865648782796654e+02,1.392935304873443840e+02,1.540057122089239101e+02,1.688680992663103666e+02,1.834781882822862542e+02,1.976448535477015298e+02,2.118811233913215517e+02,2.262686935467931448e+02,2.407888715035244900e+02,2.558535714313339611e+02,2.710905955867494299e+02,2.849824376827631340e+02,2.965534729125610625e+02,3.054438927465977258e+02,3.094545074232046318e+02,3.043884626724325244e+02,2.863032330508720520e+02,2.534043556756456042e+02,2.080826401161482693e+02,1.572739369303377543e+02,1.095756078315585853e+02,7.154654213087817993e+01,4.578110901029027957e+01,3.120341983080707848e+01,2.464838095995760625e+01,2.258913832946876710e+01,2.228241103282724112e+01
-3.130111436999405896e+02,-3.128826536532586715e+02,-3.120519667667792874e+02,-3.094034026128316555e+02,-3.033787628938230228e+02,-2.922203872696737221e+02,-2.743999222870422727e+02,-2.492718307164590499e+02,-2.178637597312431922e+02,-1.833370710639205754e+02,-1.497721776554686244e+02,-1.188279007500247246e+02,-8.773442634199936663e+01,-5.405855483008879503e+01,-2.135605840514691423e+01,5.601126635350041738e+00,2.753277355228640744e+01,4.754744443665573783e+01,6.654953462275386755e+01,8.486590833125465849e+01,1.038824524426543121e+02,1.225363988543433038e+02,1.398255844581832434e+02,1.571917946855899402e+02,1.748519927474266638e+02,1.923485267367963161e+02,2.097942315583441939e+02,2.269990309483519013e+02,2.443841929203258303e+02,2.620649231234774561e+02,2.786352618620925909e+02,2.932326296326814941e+02,3.060419949787051337e+02,3.170824666921477046e+02,3.249390422571723320e+02,3.275174942559558531e+02,3.233313044596737882e+02,3.106430002562081540e+02,2.863797255333534508e+02,2.496742398589213394e+02,2.040563889014023005e+02,1.556091366117261146e+02,1.105879583292030475e+02,7.343394057281702203e+01,4.601839684724822632e+01,2.811818123364795952e+01,1.812908996125185013e+01,1.365783132626112462e+01,1.225232544467073126e+01,1.203841623963830187e+01
